Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Unit_Price,Profit_Margin,Revenue,Discount_Band,Price_Segment,Market_Benchmark_Price_x,Market_Benchmark_Price_y,Market_Benchmark_Price,Price_vs_Market
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,863.88,3,0.2,107.985,287.96,12.5,863.88,Low (1-20%),Premium,69.99,69.99,69.99,Overpriced
Standard Class,Corporate,United States,Greenville,North Carolina,27834,South,Office Supplies,Binders,17.616,4,0.7,-14.0928,4.404,-80.0,17.616,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Second Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,17.472,3,0.2,6.3336,5.824000000000001,36.24999999999999,17.472,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
First Class,Consumer,United States,La Porte,Indiana,46350,Central,Technology,Phones,69.9,2,0.0,18.873,34.95,27.0,69.9,No Discount,Low,69.99,69.99,69.99,Underpriced
First Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,41.85,5,0.0,10.881,8.370000000000001,26.0,41.85,No Discount,Mid,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,6.57,3,0.0,1.7739,2.19,27.0,6.57,No Discount,Low,4.24,4.24,4.24,Underpriced
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,142.86,1,0.0,41.4294,142.86,29.0,142.86,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,292.272,6,0.2,18.267,48.712,6.25,292.272,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Furniture,Furnishings,29.328,3,0.2,3.666,9.776,12.5,29.328,Low (1-20%),Mid,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Paper,12.48,2,0.0,5.616,6.24,44.99999999999999,12.48,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,102.336,4,0.2,-12.792,25.584,-12.5,102.336,Low (1-20%),Mid,37.208,37.208,37.208,Underpriced
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,48.792,3,0.8,-126.8592,16.264,-260.0,48.792,High (41%+),Mid,30.448,30.448,30.448,Underpriced
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,44.848,8,0.8,-67.272,5.606,-150.00000000000003,44.848,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,35.0,10.368,Low (1-20%),Low,6.48,6.48,6.48,Fair
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Chairs,388.43,5,0.3,-88.784,77.686,-22.857142857142858,388.43,Medium (21-40%),Mid,105.623,105.623,105.623,Underpriced
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,14.352,3,0.2,5.2026,4.784,36.25,14.352,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,63.992,1,0.2,-7.1991,63.992,-11.25,63.992,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,86.352,3,0.2,5.397,28.784,6.25,86.352,Low (1-20%),Premium,4.24,4.24,4.24,Overpriced
First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,32.97,3,0.0,12.8583,10.99,39.0,32.97,No Discount,Low,29.99,29.99,29.99,Underpriced
First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,83.88,4,0.0,30.1968,20.97,36.00000000000001,83.88,No Discount,Mid,29.99,29.99,29.99,Underpriced
First Class,Consumer,United States,Cedar Rapids,Iowa,52402,Central,Technology,Phones,278.4,3,0.0,80.736,92.8,29.000000000000004,278.4,No Discount,Mid,69.99,69.99,69.99,Overpriced
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,15.12,3,0.2,4.914,5.04,32.5,15.12,Low (1-20%),Mid,3.984,3.984,3.984,Overpriced
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,17.43,1,0.7,-13.363,17.43,-76.66666666666666,17.43,High (41%+),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,251.64,3,0.2,88.074,83.88,35.0,251.64,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,2.772,7,0.8,-4.851,0.3959999999999999,-175.00000000000003,2.772,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,14.9,5,0.0,1.043,2.98,6.999999999999999,14.9,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,15.48,3,0.0,4.4892,5.16,29.000000000000004,15.48,No Discount,Mid,4.24,4.24,4.24,Fair
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,39.88,2,0.0,11.1664,19.94,28.0,39.88,No Discount,Mid,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,12.192,4,0.2,4.1148,3.048,33.75,12.192,Low (1-20%),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,20.82,3,0.0,7.4952,6.94,36.0,20.82,No Discount,Premium,4.24,4.24,4.24,Overpriced
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.216,4,0.2,4.4604,3.304,33.75,13.216,Low (1-20%),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0.0,15.552,6.48,48.0,32.4,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Supplies,32.94,3,0.0,9.2232,10.98,28.000000000000004,32.94,No Discount,Mid,8.475000000000001,8.475000000000001,8.475000000000001,Overpriced
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,114.2,5,0.0,52.532,22.84,46.0,114.2,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,0.0,1.4784,3.08,48.0,3.08,No Discount,Low,3.984,3.984,3.984,Fair
Standard Class,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Appliances,845.728,13,0.2,84.5728,65.056,10.0,845.728,Low (1-20%),Premium,30.448,30.448,30.448,Overpriced
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,13.904,2,0.2,4.5188,6.952,32.49999999999999,13.904,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,20.72,2,0.2,6.475,10.36,31.25,20.72,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Second Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,114.95,5,0.0,2.299,22.99,2.0,114.95,No Discount,Low,69.99,69.99,69.99,Underpriced
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,0.0,7.0096,13.48,26.0,26.96,No Discount,Low,37.208,37.208,37.208,Underpriced
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,0.0,166.1004,95.46,29.000000000000004,572.76,No Discount,Premium,14.136,14.136,14.136,Overpriced
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,0.0,83.0502,95.46,29.000000000000004,286.38,No Discount,Premium,14.136,14.136,14.136,Overpriced
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,61.96,2,0.0,4.3372,30.98,7.000000000000001,61.96,No Discount,Low,102.833,102.833,102.833,Underpriced
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,0.0,5.5177,23.99,23.0,23.99,No Discount,Premium,14.136,14.136,14.136,Overpriced
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0.0,77.7519,95.99,27.0,287.97,No Discount,Mid,69.99,69.99,69.99,Overpriced
Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,419.944,7,0.2,52.493,59.992,12.5,419.944,Low (1-20%),Mid,69.99,69.99,69.99,Fair
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,0.0,22.4448,6.68,48.00000000000001,46.76,No Discount,Mid,6.48,6.48,6.48,Fair
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,17.712,3,0.2,6.4206,5.904,36.25000000000001,17.712,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,0.0,5.6628,10.89,26.0,21.78,No Discount,Low,30.448,30.448,30.448,Underpriced
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,0.0,9.7164,53.98,6.000000000000001,161.94,No Discount,Mid,37.208,37.208,37.208,Overpriced
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,0.2,-8.0784,80.784,-5.0,161.568,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,0.0,1.7343,3.69,47.0,3.69,No Discount,Mid,3.984,3.984,3.984,Fair
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,0.0,56.1752,30.53,46.0,122.12,No Discount,Premium,3.984,3.984,3.984,Overpriced
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,0.3,-13.3176,77.686,-8.571428571428571,155.372,Medium (21-40%),Mid,105.623,105.623,105.623,Underpriced
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,18.6624,6.48,48.00000000000001,38.88,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,0.0,62.5056,22.98,34.0,183.84,No Discount,Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,0.0,28.965,115.86,5.0,579.3,No Discount,Premium,8.475000000000001,8.475000000000001,8.475000000000001,Overpriced
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,0.2,3.3725,14.2,23.75,14.2,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,575.92,2,0.2,71.99,287.96,12.5,575.92,Low (1-20%),Premium,69.99,69.99,69.99,Overpriced
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,0.7,-3.6288,0.864,-70.0,5.184,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,0.7,-4.1832,1.743,-80.0,5.229,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.552,2,0.2,35.694,142.776,12.5,285.552,Low (1-20%),Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,72.8,5,0.0,19.656,14.56,27.0,72.8,No Discount,Mid,30.448,30.448,30.448,Underpriced
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.816,4,0.2,3.5152,2.704,32.5,10.816,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,0.0,12.4902,15.42,27.0,46.26,No Discount,Low,37.208,37.208,37.208,Underpriced
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,0.8,-30.555,2.91,-175.0,17.46,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.072,6,0.2,5.1072,8.512,10.0,51.072,Low (1-20%),Mid,14.136,14.136,14.136,Underpriced
First Class,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,0.0,5.5566,11.34,49.00000000000001,11.34,No Discount,Premium,6.48,6.48,6.48,Overpriced
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,0.0,26.376,21.98,30.0,87.92,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,0.0,16.302,12.35,44.0,37.05,No Discount,Mid,14.136,14.136,14.136,Fair
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,0.4,-0.6435,2.97,-21.666666666666664,2.97,Medium (21-40%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,27.44,2,0.2,2.401,13.72,8.75,27.44,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.08,3,0.8,-1.728,0.36,-160.0,1.08,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93,3.98,-175.0,7.96,High (41%+),Low,30.448,30.448,30.448,Underpriced
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8,0.2,52.776,17.592,37.50000000000001,140.736,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0.0,0.0,138.14,0.0,552.56,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,25.11,3,0.0,6.5286,8.37,26.0,25.11,No Discount,Mid,14.136,14.136,14.136,Underpriced
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,0.0,8.0406,14.89,27.0,29.78,No Discount,Mid,14.136,14.136,14.136,Fair
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,677.58,3,0.0,176.1708,225.86,26.0,677.58,No Discount,Premium,69.99,69.99,69.99,Overpriced
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,75.04,8,0.0,36.0192,9.38,47.99999999999999,75.04,No Discount,Mid,6.48,6.48,6.48,Overpriced
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,695.7,2,0.5,-27.828,347.85,-4.0,695.7,High (41%+),Premium,199.77,199.77,199.77,Overpriced
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,0.7,-12.528,3.132,-80.0,15.66,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,28.854,6,0.7,-21.1596,4.809,-73.33333333333334,28.854,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,47.82,3,0.0,14.346,15.94,30.0,47.82,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,0.0,6.003,2.6100000000000003,46.0,13.05,No Discount,Low,3.984,3.984,3.984,Underpriced
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,93.78,2,0.0,36.5742,46.89,38.99999999999999,93.78,No Discount,Mid,30.448,30.448,30.448,Overpriced
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.18,7,0.0,23.59,6.74,50.0,47.18,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,19.68,6,0.0,5.7072,3.28,29.000000000000004,19.68,No Discount,Mid,4.24,4.24,4.24,Fair
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,53.4,10,0.0,25.098,5.34,47.0,53.4,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,35.88,6,0.0,17.2224,5.98,48.0,35.88,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,258.279,3,0.3,-70.1043,86.093,-27.142857142857142,258.279,Medium (21-40%),Mid,105.623,105.623,105.623,Fair
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,31.4,2,0.0,7.85,15.7,25.0,31.4,No Discount,Low,37.208,37.208,37.208,Underpriced
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,183.96,5,0.2,20.6955,36.792,11.249999999999998,183.96,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,0.0,8.4528,5.87,48.0,17.61,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839,300.904,3.75,300.904,Low (1-20%),Premium,145.49,145.49,145.49,Overpriced
Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552,73.592,-20.0,220.776,Low (1-20%),Premium,37.208,37.208,37.208,Overpriced
Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,281.424,11,0.2,-35.178,25.584,-12.5,281.424,Low (1-20%),Mid,37.208,37.208,37.208,Underpriced
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Paper,79.14,3,0.0,36.4044,26.38,46.0,79.14,No Discount,Premium,6.48,6.48,6.48,Overpriced
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413,1.988,-72.5,1.988,High (41%+),Low,14.136,14.136,14.136,Underpriced
